Blancas,Negras,Result,ECO,Opening
alebetto,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,SadWalnut,0-1,B12,Caro-Kann Defense: Advance Variation
oiacob,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,FabioMolin,1-0,B07,Pirc Defense
elpaisa007,Chava08,1-0,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
NOVBRE,Chava08,0-1,D20,Queen's Gambit Accepted
Chava08,maoshii,0-1,C41,Philidor Defense: Exchange Variation
v_novelli,Chava08,1-0,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
H01229571493,Chava08,1-0,C44,King's Pawn Game: Dresden
Chava08,ChessAchaguas,0-1,B62,Sicilian Defense: Richter-Rauzer Variation
ChesspatzerESP-1,Chava08,0-1,C21,Danish Gambit
Chava08,TrollyZookies,0-1,C45,"Scotch Game: Classical Variation, Millennium Variation"
Chava08,dragl,0-1,B33,Sicilian Defense: Open
Tuncay1513,Chava08,1/2-1/2,C50,Italian Game
jaiminiramanathan198,Chava08,0-1,D20,Queen's Gambit Accepted: Old Variation
Chava08,cabri007,0-1,B43,"Sicilian Defense: Kan Variation, Wing Attack"
guadajg,Chava08,1-0,C44,Scotch Game: Scotch Gambit
Chava08,carlbc84,0-1,C45,Scotch Game: Classical Variation
ComoPiensaUnaTara-YT,Chava08,1-0,C53,Italian Game: Classical Variation
Chava08,jacksilany,1-0,C42,Russian Game: Three Knights Game
Chava08,CheckThenMate,1/2-1/2,B54,"Sicilian Defense: Modern Variations, Main Line"
Chava08,LeonAiorias,0-1,B00,St. George Defense
brkrk4,Chava08,0-1,C45,Scotch Game: Classical Variation
Chava08,tosso2020,1-0,B00,Duras Gambit
Horekunden,Chava08,1-0,D43,Semi-Slav Defense
Chava08,cresporod,0-1,C45,Scotch Game: Classical Variation
juanjo7gv,Chava08,1-0,D00,Queen's Pawn Game: Mason Variation
Chava08,JersonPachecoC,0-1,B12,Caro-Kann Defense: Advance Variation
fernumer2209,Chava08,0-1,C52,"Italian Game: Evans Gambit, Pierce Defense"
Chava08,bernardoe,0-1,C44,Scotch Game
alikhanovlevon,Chava08,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Chava08,KeyLago,1-0,B01,Scandinavian Defense: Modern Variation
sergan99,Chava08,1-0,A10,English : Anglo-Scandinavian Defense
sludgegoat,Chava08,1-0,C30,King's Gambit Declined: Queen's Knight Defense
DarkSiege,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,jezusniek,0-1,B94,Sicilian Defense: Najdorf Variation
frermetal,Chava08,0-1,C44,King's Knight : Normal Variation
Chava08,zenitleningrad,0-1,B10,Caro-Kann Defense
Chava08,martuak,1-0,B07,Pirc Defense
Hipos_are_number_onE,Chava08,1-0,D00,Queen's Pawn Game: Mason Variation
Chava08,Ralexander,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
mandalorian229811,Chava08,0-1,C21,Center Game: von der Lasa Gambit
Chava08,Hero_Honda,1-0,C45,Scotch Game
Chava08,samja,1-0,B32,Sicilian Defense: Lwenthal Variation
itsram,Chava08,1/2-1/2,D02,Queen's Pawn Game: Chigorin Variation
Chava08,dimitris_gavr,1-0,C45,Scotch Game: Schmidt Variation
vladgut92,Chava08,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Akka17,Chava08,1-0,D10,Slav Defense
ProOodiIGY,Chava08,1-0,C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense"
Chava08,vikingo_denis,1-0,B95,Sicilian Defense: Najdorf Variation
yuza40,Chava08,1-0,C50,"Italian Game: Classical Variation, Albin Gambit"
Chava08,Jose_Raul-Kapa86,1-0,B94,Sicilian Defense: Najdorf Variation
Chava08,Lockfish,1-0,C42,Russian Game: Three Knights Game
Chava08,ateist_koalax,0-1,C50,Italian Game: Giuoco Pianissimo
Albarez,Chava08,1-0,D00,Queen's Pawn Game: Mason Variation
Chava08,Jesusatm,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Tarmujigiwenk,Chava08,0-1,D01,Richter-Veresov Attack
BlueFrog,Chava08,0-1,C21,Danish Gambit Declined: Sorensen Defense
Danileo65,Chava08,1-0,A00,Grob
IOIGO,Chava08,1-0,A10,English
Chava08,SantiagoReyesVzla,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal"
edpexl2020,Chava08,1/2-1/2,C53,Italian Game: Classical Variation
Chava08,MMBBww,1-0,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
Chava08,Dipankar01,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal"
Chava08,Tomatis,1-0,C50,"Italian Game: Giuoco Pianissimo, Normal"
Valera174,Chava08,0-1,C50,Four Knights Game: Italian Variation
Wael55,Chava08,1-0,C30,King's Gambit
Chava08,A4Gerd,0-1,B07,Pirc Defense
Alexis89,Chava08,0-1,D02,Queen's Pawn Game: Chigorin Variation
Chava08,malola7,0-1,B13,Caro-Kann Defense: Exchange Variation
Rezat4858,Chava08,1-0,C23,Bishop's : Boi Variation
Chava08,putputz,0-1,C47,Four Knights Game: Scotch Variation Accepted
maquio,Chava08,1-0,C25,Vienna Game: Vienna Gambit
Master_Tal,Chava08,0-1,C25,Vienna Game: Max Lange Defense
Chava08,fap1955,1-0,B41,Sicilian Defense: Kan Variation
Elfadly,Chava08,0-1,C50,Italian Game: Hungarian Defense
Chava08,dja_tj,1-0,B32,Sicilian Defense: Accelerated Dragon
Viamilano44,Chava08,1-0,D07,Queen's Gambit Declined: Chigorin Defense
smiffi,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,ilkercoskun,1-0,B40,Sicilian Defense: Paulsen-Basman Defense
Drunkkage,Chava08,0-1,A21,"English : King's English Variation, Reversed Sicilian"
Chava08,allenpoghosyan,1-0,C00,French Defense: King's Indian Attack
sunac,Chava08,1-0,C44,Ponziani
Chava08,m69rahmandust,1-0,C00,French Defense: King's Indian Attack
mauriciovirsan,Chava08,0-1,C23,Bishop's : Boi Variation
Wreckeddiver,Chava08,0-1,A02,Bird
kimsag,Chava08,1-0,C72,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense"
Chava08,JackAuty,1-0,C41,Philidor Defense
kamahs1994,Chava08,1-0,C74,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense"
Chava08,lukas0608,0-1,B50,Sicilian Defense
BBruqi61,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
antropolog,Chava08,0-1,A02,Bird
Chava08,dgundogan12,1-0,B01,Scandinavian Defense: Modern Variation
Chava08,hshahsavan,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
Chava08,CKamilo2000,1-0,C00,French Defense: King's Indian Attack
Chava08,bedoya2005,0-1,B32,Sicilian Defense: Lwenthal Variation
Jose_Barreto,Chava08,1-0,A00,Hungarian : Catalan Formation
Chava08,DrPennywise,0-1,B02,Alekhine Defense
samuel22bastidas,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,mnmassari,0-1,B95,Sicilian Defense: Najdorf Variation
gilaryaraujo12,Chava08,0-1,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
Romg12,Chava08,1-0,A41,King's Pawn Game: Marczy Defense
Chava08,samuel22bastidas,0-1,B32,Sicilian Defense: Lwenthal Variation
gilaryaraujo12,Chava08,0-1,C45,Scotch Game
larreal,Chava08,1-0,C52,"Italian Game: Evans Gambit, Main Line"
Chava08,jeffren10,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
mikuwa,Chava08,1-0,C44,Scotch Game: Vitzthum Attack
lmute,Chava08,0-1,D30,Queen's Gambit Declined
Chava08,taha1365,1-0,C41,Philidor Defense
underdog69,Chava08,0-1,C50,Giuoco Piano
Chava08,fin_back,1-0,B15,Caro-Kann Defense: Gurgenidze System
justheretolearn,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,mmaifudi,0-1,C45,Scotch Game
Chava08,AlexanderAndreev2006,1-0,C45,Scotch Game: Classical Variation
Chava08,herlin59,0-1,C45,Scotch Game
Chava08,hamery93,1-0,B95,Sicilian Defense: Najdorf Variation
Wita_rahayu,Chava08,1-0,C53,Italian Game: Classical Variation
sidhant007,Chava08,1/2-1/2,C21,Center Game: Kieseritzky Variation
Chava08,dulesrbbeograd,1-0,B32,Sicilian Defense: Lwenthal Variation
Atzutz,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,albertomagno1327,1-0,B06,Modern Defense
Menamagdyshohdy22,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,sergeirog,1-0,C00,French Defense: King's Indian Attack
rsv,Chava08,0-1,A00,Van't Kruijs
Chava08,Vladimircacaj123,0-1,B01,Scandinavian Defense: Modern Variation
profmelo,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,profmelo,1-0,C50,Italian Game: Giuoco Pianissimo
Chava08,espartano68,0-1,B94,Sicilian Defense: Najdorf Variation
Aggresite,Chava08,0-1,C44,Scotch Game: Scotch Gambit
Chava08,olim1971,0-1,B54,"Sicilian Defense: Modern Variations, Main Line"
beresten-784,Chava08,1-0,C45,Scotch Game
Dobaha,Chava08,1-0,A01,Nimzo-Larsen Attack: Modern Variation
grebi,Chava08,1-0,C45,Scotch Game
Chava08,prafultewari,0-1,C45,Scotch Game
Chava08,FA_48,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
luisitorealmadrid23,Chava08,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Subhashsigar,Chava08,1-0,C45,Scotch Game: Classical Variation
Chava08,the_gay_mickey_mouse,1-0,C45,Scotch Game
missilesilo,Chava08,1-0,C24,Bishop's : Berlin Defense
Chava08,callmelvb,1-0,C45,Scotch Game: Schmidt Variation
Chava08,Megalodon_P,0-1,B10,Caro-Kann Defense
osa1974,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Nastaranlove,Chava08,0-1,A01,Nimzo-Larsen Attack: Modern Variation
Chava08,The-Kingsfather,0-1,B08,Pirc Defense: Classical Variation
vi_que,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,abrand,1/2-1/2,B95,Sicilian Defense: Najdorf Variation
Chava08,Arevaloski,1-0,B00,King's Pawn
amg0000,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,Laborialain,0-1,B95,Sicilian Defense: Najdorf Variation
amg0000,Chava08,1-0,D02,Queen's Pawn Game: Symmetrical Variation
abrand,Chava08,0-1,D30,Queen's Gambit Declined: Traditional Variation
Chava08,MBizz,1-0,B10,Caro-Kann Defense
Chava08,atillatilmaz,1-0,C41,Philidor Defense: Exchange Variation
fliegenpilz,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,abdalshen,1-0,C40,King's Pawn Game: McConnell Defense
Chava08,vitalllleo,0-1,B12,Caro-Kann Defense: Advance Variation
juanf1974,Chava08,1/2-1/2,C45,Scotch Game: Classical Variation
kadang-kadang2,Chava08,1-0,A03,Bird : Dutch Variation
Cachorro_Cansado,Chava08,0-1,D00,Queen's Pawn Game: Stonewall Attack
Chava08,Cachorro_Cansado,1-0,B50,Sicilian Defense
superdolo,Chava08,0-1,C26,"Bishop's : Vienna Hybrid, Spielmann Attack"
KH41RI75,Chava08,1-0,D38,Queen's Gambit Declined: Ragozin Defense
Chava08,ck8888,0-1,B33,Sicilian Defense: Open
Chava08,bohlke01,1-0,B32,Sicilian Defense: Lwenthal Variation
Chava08,Kamal-Kant-Gandhi,1-0,B80,Sicilian Defense: Scheveningen Variation
henbra,Chava08,1-0,C24,Bishop's : Berlin Defense
bg_stallion,Chava08,0-1,C28,"Vienna Game: Stanley Variation, Three Knights Variation"
fabricecodex,Chava08,0-1,C57,"Italian Game: Two Knights Defense, Fried Liver Attack"
Chava08,Pousing_Kamei,1-0,C40,King's Pawn Game: McConnell Defense
Chava08,MASADMASAD,1-0,B13,Caro-Kann Defense: Exchange Variation
alperoloji,Chava08,0-1,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation"
Chava08,gdwojacki,1-0,B27,Sicilian Defense: Hyperaccelerated Fianchetto
Chava08,nikonew,1-0,B00,Duras Gambit
Chava08,Matin_f,1-0,C45,Scotch Game: Classical Variation
boogiemonster19,Chava08,0-1,C21,Danish Gambit Accepted: Copenhagen Defense
Taey,Chava08,1-0,A20,English : King's English Variation
CaribbeanPirates,Chava08,0-1,C50,"Italian Game: Giuoco Pianissimo, Normal"
Chava08,Hoehensteiger,1-0,B95,Sicilian Defense: Najdorf Variation
Chava08,Gazmir,1-0,C45,Scotch Game
chipretto,Chava08,0-1,D53,Queen's Gambit Declined
Jose_Martinez1469,Chava08,1-0,C20,King's Pawn Game: Leonardis Variation
CamZone,Chava08,1-0,C44,Ponziani : Jaenisch Counterattack
Chava08,Terezan,0-1,B54,Sicilian Defense: Accelerated Dragon
Chava08,Petercrean,1-0,B32,Sicilian Defense: Lwenthal Variation
dragoj48,Chava08,0-1,C44,Scotch Game: Gring Gambit
Ciberpg,Chava08,0-1,A00,Polish : Czech Defense
Chava08,Ciberpg,0-1,C00,French Defense: Mediterranean Defense
Chava08,rob56,0-1,C00,French Defense: Knight Variation
iOneMasSlow,Chava08,1-0,C45,Scotch Game: Classical Variation
Chava08,johnn7,1-0,C40,King's Pawn Game: McConnell Defense
Chomster,Chava08,0-1,D10,Slav Defense
Ronal-LCKB,Chava08,0-1,D02,Queen's Pawn Game: Chigorin Variation
Chava08,Zsebisoma,1-0,B32,Sicilian Defense: Lwenthal Variation
Chava08,Okun,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
Chava08,Juli02,1/2-1/2,C45,Scotch Game
younessgfx18,Chava08,0-1,D00,Blackmar-Diemer Gambit
Robaleiro,Chava08,0-1,A45,"Queen's Pawn Game: Veresov, Richter Attack"
cydneejoshua,Chava08,0-1,A00,Englund Gambit Declined: Reversed French
AleAlstut,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,veljko1,1-0,B30,Sicilian Defense: Old Sicilian
cetsen0407,Chava08,1-0,D04,Queen's Pawn Game: Colle System
Chava08,yuryn2020,1-0,C41,Philidor Defense
Chava08,MCH4-JCH3,1-0,C45,Scotch Game: Schmidt Variation
Chava08,Sova782553,1/2-1/2,C42,Russian Game: Three Knights Game
Powerman10,Chava08,0-1,C22,Center Game: Normal Variation
Amon246,Chava08,1-0,A00,Van't Kruijs
Chava08,Roger82,0-1,B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack"
Chava08,Foolsmate12,0-1,C40,Elephant Gambit
Chava08,Schachmarv,0-1,C47,"Four Knights Game: Italian Variation, Noa Gambit"
chrisdon,Chava08,1-0,C44,Ponziani : Jaenisch Counterattack
Chava08,capablanca-64,1-0,C45,Scotch Game
Mithrandir__1,Chava08,1-0,D06,Queen's Gambit Declined: Marshall Defense
Chava08,DipeshG,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Chebor,Chava08,0-1,C20,English : The Whale
jesusFG,Chava08,1-0,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
Chava08,whereisurgirlfriend,0-1,C45,Scotch Game: Schmidt Variation
Chava08,dude202,1/2-1/2,C41,Philidor Defense
Chava08,adrianodiasdl,1-0,C41,Philidor Defense: Exchange Variation
Yaser12,Chava08,0-1,C24,Bishop's : Berlin Defense
horux_m,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,Medic56,0-1,B00,Nimzowitsch Defense: Williams Variation
Salpello,Chava08,0-1,C20,Portuguese
Chava08,TheMockingJay,1-0,B10,Caro-Kann Defense
Albania_Gambit,Chava08,0-1,C30,King's Gambit Declined: Queen's Knight Defense
MetaCarson,Chava08,0-1,C44,King's Pawn Game: Dresden
Chava08,cranmer1959,1/2-1/2,B01,Scandinavian Defense: Gubinsky-Melts Defense
YJN7,Chava08,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
AndrewSecci,Chava08,0-1,D45,Semi-Slav Defense: Main Line
Chava08,burner7,1-0,B95,Sicilian Defense: Najdorf Variation
deli_qurban,Chava08,0-1,A04,Zukertort : Black Mustang Defense
Chava08,AndreFloripa,1-0,C44,Scotch Game
Omaralshekh,Chava08,0-1,C52,"Italian Game: Evans Gambit, Main Line"
Hank_Chinanski,Chava08,1-0,A10,English
Mr_Noble,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,Mr_Noble,1/2-1/2,B01,Scandinavian Defense: Mieses-Kotroc Variation
Mr_Noble,Chava08,0-1,A06,Zukertort : Tennison Gambit
Chava08,Mr_Noble,1/2-1/2,B01,Scandinavian Defense: Mieses-Kotroc Variation
AndymRD,Chava08,1-0,A22,"English : King's English Variation, Two Knights Variation"
Chava08,TuranAstra,1-0,B32,Sicilian Defense: Open
z750r,Chava08,1-0,C23,Bishop's
Chava08,Misha_Shkarbanov,1-0,C00,French Defense: King's Indian Attack
GPBegazo,Chava08,0-1,C50,Four Knights Game: Italian Variation
Chava08,davide1167,1-0,C44,Scotch Game
FilipeG28,Chava08,1-0,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense"
Chava08,slavkic,0-1,C41,Philidor Defense: Exchange Variation
El-D0CTOR,Chava08,1-0,C50,"Italian Game: Classical Variation, Albin Gambit"
Chava08,fivefishgang,0-1,B32,Sicilian Defense: Open
Waddle8,Chava08,0-1,C25,Vienna Game: Max Lange Defense
erindius24,Chava08,0-1,C01,French Defense: Exchange Variation
Chava08,CKOTOBOT,1/2-1/2,C45,Scotch Game: Classical Variation
PsychoVGC,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,karim06,0-1,B46,Sicilian Defense: Taimanov Variation
YUNUSEMRE164,Chava08,1/2-1/2,C50,Four Knights Game: Italian Variation
Chava08,Gakkos_23,0-1,C40,King's Pawn Game: McConnell Defense
hijodelsol88,Chava08,1-0,C45,Scotch Game
Chava08,Moaxs,1-0,B32,Sicilian Defense: Open
therealdealhv,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,maxheleno,0-1,C45,Scotch Game
Chava08,AnoDavinci1,1-0,B95,Sicilian Defense: Najdorf Variation
doosra,Chava08,1/2-1/2,C45,Scotch Game: Classical Variation
AGUAPARADA,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Strncc,Chava08,1-0,C62,Ruy Lopez: Steinitz Defense
Chava08,ppion,1-0,C02,"French Defense: Advance Variation, Paulsen Attack"
Drealz1,Chava08,0-1,C45,Scotch Game: Classical Variation
Chava08,Beatle23,1/2-1/2,C00,French Defense: King's Indian Attack
Chava08,justogoco,1-0,C40,King's Pawn Game: Busch-Gass Gambit
Tino_Nolasco,Chava08,1-0,C50,Four Knights Game: Italian Variation
Chava08,JokerInChess09,0-1,B33,Sicilian Defense: Lasker-Pelikan Variation
Chava08,zoom9,0-1,B32,Sicilian Defense: Franco-Sicilian Variation
mk35483548,Chava08,1-0,C50,Italian Game: Jerome Gambit
Chava08,rakaburi,0-1,B95,Sicilian Defense: Najdorf Variation
Josul,Chava08,0-1,B10,"Caro-Kann Defense: Accelerated Panov Attack, Open Variation"
AboSofian,Chava08,1-0,C50,Giuoco Piano
Chava08,jgchess,0-1,C41,Philidor Defense: Exchange Variation
aygun2979,Chava08,1/2-1/2,C45,Scotch Game: Classical Variation
Chava08,Grzyzieg,1-0,B10,Caro-Kann Defense
Brigagao87,Chava08,1-0,D02,Queen's Pawn Game: Chigorin Variation
Chava08,SANKARAMOTLOKWA,0-1,C41,Philidor Defense
henbra,Chava08,1-0,C24,Bishop's : Berlin Defense
forsakenkiing2,Chava08,1-0,A01,Nimzo-Larsen Attack: Classical Variation
Chava08,Mohamedmex123,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
Chava08,Elmar_310,1-0,C44,Scotch Game: Lolli Variation
nikozg,Chava08,1-0,A04,Zukertort : Black Mustang Defense
Chava08,CarcaraDoDiabo,1-0,C45,Scotch Game
Berddi,Chava08,0-1,D04,Queen's Pawn Game: Colle System
Chava08,amritpal_singh22,1-0,C45,Scotch Game
Chava08,olg2,1-0,C41,Philidor Defense
Chava08,chooS7,1-0,C44,Scotch Game
hamidnoory,Chava08,1-0,A28,"English : King's English Variation, Four Knights Variation, Quiet Line"
ba55i5t,Chava08,1/2-1/2,D02,Queen's Pawn Game: Chigorin Variation
Chava08,lionelfischer,1-0,B06,Modern Defense
CherryblossomKY,Chava08,0-1,C25,Vienna Game: Vienna Gambit
alhazie007,Chava08,1-0,C48,Four Knights Game: Ranken Variation
Chava08,signogno,1-0,B50,Sicilian Defense
Chava08,Innocent_Anima,1-0,B95,Sicilian Defense: Najdorf Variation
Chava08,pawani,0-1,B32,Sicilian Defense: Accelerated Dragon
GFozilov,Chava08,1-0,A00,Hungarian
gregorycctv,Chava08,1-0,C22,Center Game: Normal Variation
black_falcon,Chava08,0-1,D00,Queen's Pawn Game: Mason Variation
Chava08,chifli,1/2-1/2,C45,Scotch Game
MauroVanegasVII,Chava08,0-1,D00,Queen's Pawn Game: Mason Variation
Chava08,wilboy,0-1,C11,"French Defense: Classical Variation, Steinitz Variation"
Chava08,Jerevanski17,1-0,B06,Modern Defense
leviackerman95,Chava08,1-0,D00,Queen's Pawn Game
EudafHen,Chava08,1-0,A41,King's Pawn Game: Marczy Defense
Chava08,cergejluzan,1-0,C41,Philidor Defense
Chava08,Beowulfas,1-0,C41,Philidor Defense: Exchange Variation
Tiffany-N,Chava08,1-0,C52,"Italian Game: Evans Gambit, Pierce Defense"
sm2859,Chava08,0-1,C47,Four Knights Game: Halloween Gambit
Chava08,sm2859,1-0,C45,Scotch Game
Lazaro84,Chava08,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Chava08,Tlingitshark,0-1,C47,Four Knights Game: Scotch Variation
DukeOfNachtglas,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,Benji071,0-1,B15,Caro-Kann Defense: Tartakower Variation
SERGUEYT,Chava08,1-0,D00,Queen's Pawn Game: Mason Attack
UFOs,Chava08,1-0,A10,English : Anglo-Scandinavian Defense
Erdion,Chava08,1-0,D07,Queen's Gambit Declined: Chigorin Defense
Chava08,patrickda,1-0,B50,Sicilian Defense
Eli1111,Chava08,1-0,D31,Queen's Gambit Declined: Queen's Knight Variation
Chava08,HumbertoOC,1-0,B32,Sicilian Defense: Accelerated Dragon
mephi0815,Chava08,1-0,D45,Semi-Slav Defense: Main Line
WinAgain,Chava08,1-0,C45,Scotch Game: Classical Variation
Chava08,Knightfork70,1-0,C41,Philidor Defense: Exchange Variation
Chava08,SARc6d5,0-1,B40,Sicilian Defense: Pin Variation
GlennRacines,Chava08,1-0,C50,Italian Game: Giuoco Pianissimo
Phellipe17,Chava08,1-0,C26,"Vienna Game: Stanley Variation, Reversed Spanish"
Chava08,Malouas,1-0,B00,Nimzowitsch Defense: Declined Variation
Chava08,patron1234,1-0,C44,Scotch Game
B76241307LEANDRO,Chava08,1-0,C45,Scotch Game: Classical Variation
Chava08,y3llowb3lly,1-0,B07,Modern Defense: Geller's System
Chava08,Tomi_Joey,1-0,C42,Russian Game: Three Knights Game
dandolcan,Chava08,1-0,D00,Queen's Pawn Game: Mason Variation
Chava08,Ondak1,1-0,B00,Ware Defense
playingsweet,Chava08,1-0,C55,Italian Game: Two Knights Defense
nufco2,Chava08,1-0,D00,Queen's Pawn Game: Mason Variation
Chava08,ElChipaXD,1-0,C45,Scotch Game
Lincohn,Chava08,0-1,D00,Queen's Pawn Game
Chava08,Fabrice-Look,1-0,C45,Scotch Game: Classical Variation
Telavivo,Chava08,0-1,C62,Ruy Lopez: Steinitz Defense
Chava08,vaf_farzi,1-0,C40,King's Pawn Game: McConnell Defense
Chava08,Joh13,1/2-1/2,B32,Sicilian Defense: Open
nemanja55,Chava08,0-1,C44,Ponziani : Jaenisch Counterattack
Chava08,Tolik01021954,1-0,C45,Scotch Game: Schmidt Variation
Blic311,Chava08,0-1,C20,King's Pawn Game: Napoleon Attack
Chava08,alexsal13,0-1,B33,Sicilian Defense: Lasker-Pelikan Variation
sedaH,Chava08,1/2-1/2,D00,Queen's Pawn Game: Mason Variation
Chava08,reveforever,1-0,C45,Scotch Game
Capa_saenz42,Chava08,1/2-1/2,C20,King's Pawn Game: Leonardis Variation
Chava08,Brunozaurus,0-1,C19,"French Defense: Winawer Variation, Advance Variation"
Chava08,fatalvengeance72,0-1,B33,Sicilian Defense: Open
fishgame,Chava08,0-1,D10,Slav Defense
Garghi555,Chava08,0-1,A03,Bird : Dutch Variation
Chava08,smitttywerben,0-1,B10,Caro-Kann Defense
Chava08,kerk10,0-1,B95,Sicilian Defense: Najdorf Variation
Hal6789,Chava08,1-0,A22,"English : King's English Variation, Two Knights Variation"
avchernogor,Chava08,1-0,D00,Queen's Pawn Game
Chava08,Kaf56,0-1,B40,"Sicilian Defense: French Variation, Open"
ma71,Chava08,1-0,C45,Scotch Game: Potter Variation
Chava08,george5,1-0,C44,Scotch Game
DonTavo,Chava08,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Chava08,hutlands,0-1,C45,Scotch Game: Classical Variation
