Blancas,Negras,Result,ECO,Opening
karpov2022,douglasabreu,1-0,A48,London System
douglasabreu,Trmntr,1-0,B10,Caro-Kann Defense: Two Knights Attack
douglasabreu,ADHARSH2005,0-1,B01,Scandinavian Defense: Main Line
adrianom1985,douglasabreu,0-1,A45,Indian Defense: Tartakower Attack
douglasabreu,robinhood17,1-0,B07,Czech Defense
RataPanda,douglasabreu,0-1,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
ELsenati,douglasabreu,1-0,A00,Englund Gambit Declined: Reversed French
douglasabreu,MRNDJIC,1-0,B06,"Modern Defense: Two Knights Variation, Suttles Variation"
douglasabreu,Stix1969,0-1,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack"
na-meer,douglasabreu,1-0,A05,King's Indian Attack: Symmetrical Defense
douglasabreu,eusahistul,1-0,B30,Sicilian Defense: Old Sicilian
douglasabreu,Cypress3292020,1-0,C44,Scotch Game: Benima Defense
RazorTrack,douglasabreu,1-0,A05,King's Indian Attack: Symmetrical Defense
renr8360,douglasabreu,1-0,C47,Four Knights Game: Scotch Variation Accepted
Alekz14,douglasabreu,1-0,C55,"Italian Game: Scotch Gambit, Janowski Defense"
douglasabreu,Helgibry,0-1,C52,"Italian Game: Evans Gambit, Main Line"
douglasabreu,Solitario-X,1-0,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line"
yasir01,douglasabreu,1-0,C26,Vienna Game: Stanley Variation
douglasabreu,Pelotademani,1-0,B30,Sicilian Defense: Old Sicilian
LordButternoodles,douglasabreu,0-1,E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line"
douglasabreu,Alitof,0-1,B41,Sicilian Defense: Kan Variation
Kastling,douglasabreu,1-0,C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted"
douglasabreu,thengerevic,0-1,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line"
douglasabreu,shalygin1959A,1-0,C03,French Defense: Tarrasch Variation
Sir-frebugar,douglasabreu,0-1,C45,Scotch Game: Classical Variation
SupremePatzer,douglasabreu,0-1,C44,"Scotch Game: Scotch Gambit, Advance Variation"
douglasabreu,mikideket,1-0,B10,Caro-Kann Defense: Two Knights Attack
douglasabreu,laleyenda1416,1-0,B10,Caro-Kann Defense: Two Knights Attack
shaposh,douglasabreu,1-0,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
grafhromoto,douglasabreu,1-0,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
douglasabreu,mcaceresb,0-1,B10,Caro-Kann Defense: Two Knights Attack
douglasabreu,Imperor459,0-1,B10,Caro-Kann Defense: Two Knights Attack
BigAssKiller,douglasabreu,1-0,C88,"Ruy Lopez: Closed, Anti-Marshall"
tcjsfs,douglasabreu,1-0,E98,"King's Indian Defense: Orthodox Variation, Classical System"
douglasabreu,moudir2020,1-0,B00,Nimzowitsch Defense
SorcererRu,douglasabreu,0-1,C48,Four Knights Game: Spanish Variation
mkayemb,douglasabreu,1-0,C20,King's Pawn Game: Wayward Queen Attack
douglasabreu,paguyana,1-0,B01,Scandinavian Defense: Modern Variation
douglasabreu,bghorbani,1-0,B27,"Pterodactyl Defense: Sicilian, Anhanguera"
manuelgwapo31,douglasabreu,1-0,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation"
douglasabreu,Frank9999,1-0,B40,"Sicilian Defense: French Variation, Westerinen Attack"
QF2001,douglasabreu,0-1,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation"
Papito75,douglasabreu,1-0,B07,Czech Defense
douglasabreu,eduard-tejada,0-1,B01,Scandinavian Defense: Gubinsky-Melts Defense
douglasabreu,Lizcano-Jair,1-0,B78,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line"
Topmark,douglasabreu,1-0,E61,King's Indian Defense: Semi-Classical Variation
douglasabreu,samlse,1-0,B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack"
JoeyBacardi,douglasabreu,0-1,E92,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System"
Zaratustra_23,douglasabreu,1-0,A05,King's Indian Attack: Symmetrical Defense
douglasabreu,eduardo_bernardini,1-0,C51,Italian Game: Evans Gambit Declined
douglasabreu,xBrainMeltx,1-0,B40,"Sicilian Defense: French Variation, Westerinen Attack"
Albertdavis23,douglasabreu,1-0,A45,Indian Defense
ontosenobtg,douglasabreu,0-1,C88,Ruy Lopez: Closed
douglasabreu,AuChatBleu,0-1,C05,"French Defense: Tarrasch Variation, Closed Variation"
douglasabreu,salvamanzur,1-0,C51,"Italian Game: Evans Gambit, Anderssen Variation"
MagicIANOLAYRES,douglasabreu,0-1,C29,"Vienna Game: Vienna Gambit, Main Line"
douglasabreu,Klappenopfer,1-0,B78,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line"
vatrushka678,douglasabreu,0-1,E97,"King's Indian Defense: Orthodox Variation, Bayonet Attack"
douglasabreu,shalygin1959A,1-0,C03,French Defense: Tarrasch Variation
Badchina,douglasabreu,0-1,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
douglasabreu,ODMagic,0-1,C41,Philidor Defense: Exchange Variation
douglasabreu,BombaLella,0-1,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
AhmedNagy1992,douglasabreu,0-1,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
shama_avinash30,douglasabreu,0-1,C89,Ruy Lopez: Marshall Attack
douglasabreu,KLANDESTINO,1-0,B01,Scandinavian Defense
douglasabreu,Nohayquintomalo,1-0,B00,Owen Defense
Darsh96,douglasabreu,1-0,A16,"English : Anglo-Indian Defense, Queen's Knight Variation"
EnDsOnLiMaRR,douglasabreu,0-1,C89,"Ruy Lopez: Marshall Attack, Original Marshall Attack"
douglasabreu,GermanRG,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack, Anti-English"
staycrushn,douglasabreu,1/2-1/2,A05,Zukertort
wang5ter,douglasabreu,1-0,A46,Indian Defense: Wade-Tartakower Defense
douglasabreu,lchess4545leagux,0-1,C52,"Italian Game: Evans Gambit, Mieses Defense"
Matteucci,douglasabreu,1-0,E98,"King's Indian Defense: Orthodox Variation, Classical System"
douglasabreu,TePart0,0-1,C10,"French Defense: Rubinstein Variation, Blackburne Defense"
douglasabreu,pronom,0-1,C50,Italian Game: Hungarian Defense
ab52,douglasabreu,0-1,C77,"Ruy Lopez: Morphy Defense, Mackenzie Variation"
douglasabreu,espankavoce,0-1,B03,"Alekhine Defense: Four Pawns Attack, Trifunovic Variation"
telemwecomin,douglasabreu,1-0,A45,Indian Defense
douglasabreu,zimbouba,1-0,B00,Pirc Defense
douglasabreu,MianSanBus15,1-0,B10,Caro-Kann Defense: Two Knights Attack
Striga,douglasabreu,1-0,A17,"English : Anglo-Indian Defense, Hedgehog System"
douglasabreu,Maxiwkl,1-0,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System"
Bakiuzumaki,douglasabreu,0-1,C44,"Scotch Game: Scotch Gambit, Gring Gambit Declined"
ummmwhatever,douglasabreu,1-0,C47,Four Knights Game: Scotch Variation Accepted
hryekaterina,douglasabreu,1-0,A00,Mieses
douglasabreu,Jemapelhihihi,1-0,B30,Sicilian Defense: Old Sicilian
douglasabreu,JokoSambung,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
douglasabreu,masoud_hakak,0-1,B10,Caro-Kann Defense: Two Knights Attack
Adrian-Llanos,douglasabreu,1-0,E92,King's Indian Defense: Exchange Variation
DallasEP,douglasabreu,0-1,C21,Danish Gambit Declined: Sorensen Defense
alfa_omegafly,douglasabreu,1-0,A45,Indian Defense
douglasabreu,Jaguar2010,0-1,B28,"Sicilian Defense: O'Kelly Variation, Normal System"
douglasabreu,guerrerotenaz,1-0,B00,St. George Defense
douglasabreu,CtrlAltDelicious,1-0,B80,Sicilian Defense: Scheveningen Variation
okayokayokayokay,douglasabreu,0-1,E70,King's Indian Defense: Normal Variation
douglasabreu,Gashimov_Student,1-0,C51,"Italian Game: Evans Gambit, Anderssen Variation, Cordel Line"
Patrizsche,douglasabreu,1-0,A45,Indian Defense
MianSanBus15,douglasabreu,1-0,C90,"Ruy Lopez: Closed, Pilnik Variation"
SolddD,douglasabreu,0-1,C42,Russian Game: Three Knights Game
douglasabreu,KingSandzak,0-1,B07,Pirc Defense: Byrne Variation
douglasabreu,MillerDominguez,0-1,C51,"Italian Game: Evans Gambit, Anderssen Variation, Cordel Line"
AblestScientist,douglasabreu,1-0,A48,Torre Attack
douglasabreu,Folkvangr,0-1,B00,Nimzowitsch Defense: Mikenas Variation
angellofdeath,douglasabreu,0-1,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
douglasabreu,SeriousChest,1-0,B10,Caro-Kann Defense: Two Knights Attack
chaijmait,douglasabreu,1-0,C21,Danish Gambit Declined: Sorensen Defense
douglasabreu,DaquanJasson,0-1,B10,Caro-Kann Defense
mauriciohenriquez,douglasabreu,0-1,A48,East Indian Defense
Alesalcedo,douglasabreu,1-0,C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack"
douglasabreu,moho_goho2020,1-0,B35,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation"
Roger0605,douglasabreu,1-0,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation"
douglasabreu,gangster2,1-0,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
douglasabreu,yeye0423,1-0,B40,"Sicilian Defense: French Variation, Westerinen Attack"
douglasabreu,mauriciohenriquez,1-0,C51,"Italian Game: Evans Gambit, McDonnell Defense"
VLABOR64B,douglasabreu,1-0,B09,Pirc Defense: Austrian Attack
cahbagus02,douglasabreu,1-0,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation"
douglasabreu,kot_BAl0N,1-0,C57,"Italian Game: Two Knights Defense, Fritz Variation"
douglasabreu,Jack_Kozlovich,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
aathos,douglasabreu,1-0,C47,"Four Knights Game: Scotch Variation, Belgrade Gambit"
OTANIO_YDLER,douglasabreu,0-1,E61,King's Indian Defense
douglasabreu,someoneelse2020,0-1,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation"
EarlyRiser4,douglasabreu,1-0,C29,"Vienna Game: Vienna Gambit, Paulsen Attack"
douglasabreu,Mozzzer,0-1,B07,Pirc Defense
Blackswood,douglasabreu,0-1,C45,"Scotch Game: Classical Variation, Intermezzo Variation"
BounouirA,douglasabreu,0-1,C26,Vienna Game: Mengarini Variation
douglasabreu,totelca-reti,0-1,B10,Caro-Kann Defense: Two Knights Attack
douglasabreu,Optiva,0-1,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
Sidzhey,douglasabreu,1-0,A15,"English : Anglo-Indian Defense, King's Indian Formation"
Optiva,douglasabreu,0-1,A15,"English : Anglo-Indian Defense, King's Indian Formation"
douglasabreu,ElGalo,0-1,C51,"Italian Game: Evans Gambit, Anderssen Variation, Cordel Line"
douglasabreu,Fco_Frrs,0-1,B30,Sicilian Defense: Old Sicilian
Ebrahim88,douglasabreu,0-1,A03,Bird : Lasker Variation
douglasabreu,IndigoWarrior,1-0,C52,"Italian Game: Evans Gambit, Bronstein Defense"
chadi_chess,douglasabreu,1-0,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation"
douglasabreu,kuba12365,1-0,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Peggy1234,douglasabreu,1-0,A48,East Indian Defense
douglasabreu,LOBO10,1-0,B80,Sicilian Defense: Scheveningen Variation
kiwitti02,douglasabreu,0-1,C84,"Ruy Lopez: Closed, Martinez Variation"
douglasabreu,bestConnectionEver,1-0,C42,Russian Game: Kaufmann Attack
douglasabreu,xWels,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
TheCono,douglasabreu,0-1,C84,"Ruy Lopez: Closed, Martinez Variation"
douglasabreu,chess_gost,1-0,C03,"French Defense: Tarrasch Variation, Guimard Defense"
Dingdongdilli,douglasabreu,1-0,E92,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System"
douglasabreu,Dingdongdilli,0-1,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
Dingdongdilli,douglasabreu,1-0,E92,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System"
TheChessPlayer2008,douglasabreu,0-1,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line"
douglasabreu,HrvojeZagreb,1-0,C10,"French Defense: Rubinstein Variation, Blackburne Defense"
Amrdarweesh,douglasabreu,0-1,E20,Nimzo-Indian Defense
douglasabreu,orti1969,1-0,B01,Scandinavian Defense
douglasabreu,NasufRexhepi,0-1,B30,Sicilian Defense: Old Sicilian
alfarizy,douglasabreu,0-1,C47,Four Knights Game: Scotch Variation
douglasabreu,karenamini_kish,1-0,B03,"Alekhine Defense: Four Pawns Attack, Main Line"
rikchess,douglasabreu,1-0,A00,Van't Kruijs
douglasabreu,MoritzPapa,1-0,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line"
granmmaestro,douglasabreu,0-1,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
StenioVargas,douglasabreu,1-0,E98,"King's Indian Defense: Orthodox Variation, Classical System"
mikhalital01,douglasabreu,0-1,A46,Indian Defense: Wade-Tartakower Defense
douglasabreu,EscuadronDelOsoPolar,0-1,B40,"Sicilian Defense: French Variation, Westerinen Attack"
Vazir135999,douglasabreu,1-0,E98,"King's Indian Defense: Orthodox Variation, Classical System"
douglasabreu,AAvolgograd,0-1,B01,Scandinavian Defense
douglasabreu,massa_tom,1-0,C51,Italian Game: Evans Gambit Declined
d4bestbytest,douglasabreu,1-0,E70,King's Indian Defense: Normal Variation
douglasabreu,Damocles_2021,1-0,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Marksome,douglasabreu,1-0,B07,Pirc Defense
douglasabreu,Ercae2,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Anton1000,douglasabreu,1-0,C45,Scotch Game: Classical Variation
alevalemar,douglasabreu,0-1,E70,King's Indian Defense: Normal Variation
douglasabreu,NICO121,0-1,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
douglasabreu,NormWeinstein,0-1,B56,Sicilian Defense: Classical Variation
balance1975,douglasabreu,0-1,C29,"Vienna Game: Vienna Gambit, Main Line"
Corrongo,douglasabreu,0-1,A48,London System
douglasabreu,Fluxnightmare,1-0,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
douglasabreu,Ankitraparthi1,0-1,B10,Caro-Kann Defense: Two Knights Attack
yogiberra,douglasabreu,0-1,C88,Ruy Lopez: Closed
douglasabreu,nina11a,1-0,B30,Sicilian Defense: Old Sicilian
ke-tiras_deKFC,douglasabreu,1/2-1/2,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation"
douglasabreu,chesstocrats,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
douglasabreu,entrenamiento1020,1-0,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
KoolzTheMC,douglasabreu,0-1,E70,King's Indian Defense: Normal Variation
ojavier16,douglasabreu,1-0,E60,"King's Indian Defense: Normal Variation, King's Knight Variation"
douglasabreu,IRJA2016,1-0,C41,Philidor Defense: Hanham Variation
iponfire,douglasabreu,0-1,A48,Torre Attack
douglasabreu,elprofemat1,0-1,B03,"Alekhine Defense: Four Pawns Attack, Main Line"
douglasabreu,abufalia,1-0,C40,Latvian Gambit: Mason Countergambit
JoshLD,douglasabreu,1-0,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line"
DellaGod,douglasabreu,0-1,C88,Ruy Lopez: Closed
douglasabreu,Rock_Maninoff,0-1,C42,Russian Game: Damiano Variation
KingSandzak,douglasabreu,1-0,C55,Italian Game: Two Knights Defense
cgold,douglasabreu,1-0,C78,Ruy Lopez: Morphy Defense
douglasabreu,RobertT74,0-1,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
Oleg_1974,douglasabreu,0-1,C68,Ruy Lopez: Exchange Variation
douglasabreu,amayashi,0-1,B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack"
oldmisio,douglasabreu,1-0,E61,King's Indian Defense
douglasabreu,P_V_V,1-0,B10,Caro-Kann Defense: Two Knights Attack
douglasabreu,ekodes,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
douglasabreu,Risikoaffin,0-1,B40,"Sicilian Defense: French Variation, Westerinen Attack"
Risikoaffin,douglasabreu,1-0,E70,King's Indian Defense: Normal Variation
douglasabreu,IesPak,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
MarioForce,douglasabreu,1-0,E97,"King's Indian Defense: Orthodox Variation, Modern System"
douglasabreu,F2united,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
KirillShcherbinko,douglasabreu,1-0,A05,Zukertort
EEberhart,douglasabreu,1-0,C55,"Italian Game: Scotch Gambit, Janowski Defense"
douglasabreu,Incaroca3,0-1,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack"
TITOGORDO3,douglasabreu,0-1,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
douglasabreu,Tiburon98,1-0,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
Crisdreikin,douglasabreu,0-1,A01,Nimzo-Larsen Attack
douglasabreu,emiliofelixramirez,1-0,C57,"Italian Game: Two Knights Defense, Fritz Variation"
douglasabreu,yuriizhuk,1-0,B10,Caro-Kann Defense: Two Knights Attack
Horriblexxx,douglasabreu,0-1,A16,"English : Anglo-Indian Defense, Queen's Knight Variation"
douglasabreu,NEBRA007,1-0,B02,Alekhine Defense: Brooklyn Variation
MateuszMW2005,douglasabreu,0-1,A15,"English : Anglo-Indian Defense, King's Indian Formation"
Yandr0s,douglasabreu,1-0,E60,"King's Indian Defense: Normal Variation, King's Knight Variation"
douglasabreu,Hvca_mota,1-0,B30,Sicilian Defense: Old Sicilian
douglasabreu,dracoskipizzardo,1-0,C05,"French Defense: Tarrasch Variation, Closed Variation"
aolander,douglasabreu,1-0,E60,"King's Indian Defense: Normal Variation, King's Knight Variation"
lasker3000,douglasabreu,1-0,C26,Vienna Game: Stanley Variation
douglasabreu,imveganir,1-0,C09,"French Defense: Tarrasch Variation, Open System, Main Line"
douglasabreu,Zigzazul55,1-0,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
douglasabreu,badsignal123,0-1,C42,Russian Game
MF-RafaelFantastico,douglasabreu,1-0,E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line"
douglasabreu,haylerMFcuba,1-0,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line"
ruize,douglasabreu,1/2-1/2,E98,"King's Indian Defense: Orthodox Variation, Classical System"
douglasabreu,Kholismn,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
StasBumblebee,douglasabreu,1-0,C31,King's Gambit Declined: Falkbeer Countergambit
douglasabreu,Franak19,0-1,C51,"Italian Game: Evans Gambit, McDonnell Defense"
