Blancas,Negras,Result,ECO,Opening
Wilsonpalencia,rooknite,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
Soybobo,Wilsonpalencia,1/2-1/2,A16,"English : Anglo-Indian Defense, Queen's Knight Variation"
Wilsonpalencia,Soybobo,0-1,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation"
CJ58,Wilsonpalencia,0-1,B94,Sicilian Defense: Najdorf Variation
Arief2710,Wilsonpalencia,0-1,D15,Slav Defense: Chameleon Variation
Wilsonpalencia,Berlinf3,0-1,C00,French Defense: Knight Variation
daviellery,Wilsonpalencia,1-0,E70,King's Indian Defense: Accelerated Averbakh Variation
Wilsonpalencia,Tobbe326,1-0,C50,Italian Game: Deutz Gambit
Wilsonpalencia,CaptainBucko,0-1,C42,Russian Game: Italian Variation
MicFed,Wilsonpalencia,1-0,D11,Slav Defense: Breyer Variation
DenizSeyhanoglu,Wilsonpalencia,0-1,A15,English : Anglo-Indian Defense
Wilsonpalencia,magolosof,1/2-1/2,B27,Sicilian Defense: Hyperaccelerated Fianchetto
Wilsonpalencia,thematrix2020,1-0,C11,"French Defense: Classical Variation, Steinitz Variation"
Zenyla2022,Wilsonpalencia,0-1,E01,Catalan : Closed
ElephantMushroom,Wilsonpalencia,0-1,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense"
Wilsonpalencia,Alexazsvchess,1-0,B21,Sicilian Defense: Smith-Morra Gambit
Alexazsvchess,Wilsonpalencia,1-0,E62,"King's Indian Defense: Fianchetto Variation, Karlsbad Variation"
daviellery,Wilsonpalencia,0-1,E10,Blumenfeld Countergambit
Wilsonpalencia,AxtlanSanchez,1-0,B55,"Sicilian Defense: Prins Variation, Venice Attack"
AxtlanSanchez,Wilsonpalencia,1-0,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Wilsonpalencia,zanzoon2022,1-0,C65,Ruy Lopez: Berlin Defense
JHuNiCKz,Wilsonpalencia,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Wilsonpalencia,FedirBohatyrchuk1892,0-1,B52,"Sicilian Defense: Canal Attack, Main Line"
Udemzo,Wilsonpalencia,1-0,B04,"Alekhine Defense: Modern Variation, Schmid Variation"
mrgolang,Wilsonpalencia,1/2-1/2,A50,Indian Defense: Normal Variation
Wilsonpalencia,mrgolang,1-0,B33,Sicilian Defense: Lasker-Pelikan Variation
miatzlmichl64,Wilsonpalencia,1-0,A46,Indian Defense: Czech-Indian
Wilsonpalencia,esam-nashat2019,0-1,B10,Caro-Kann Defense
Wilsonpalencia,tharianirishi,0-1,B28,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line"
tharianirishi,Wilsonpalencia,1/2-1/2,C50,Italian Game: Hungarian Defense
Wilsonpalencia,AddictedToBenoni,1-0,B10,Caro-Kann Defense
Wilsonpalencia,Lvictor,0-1,C02,"French Defense: Advance Variation, Wade Variation"
Lavavajillas,Wilsonpalencia,1-0,B01,Scandinavian Defense: Modern Variation
Wilsonpalencia,macmacmacmacmac12345,1-0,B01,Scandinavian Defense: Modern Variation
macmacmacmacmac12345,Wilsonpalencia,1-0,A45,Indian Defense
Wilsonpalencia,macmacmacmacmac12345,0-1,A06,Zukertort : Tennison Gambit
macmacmacmacmac12345,Wilsonpalencia,1-0,A45,Indian Defense
Wilsonpalencia,dragonchess83,1-0,C00,French Defense: Knight Variation
Unikum,Wilsonpalencia,1-0,A65,Benoni Defense: King's Pawn Line
Wilsonpalencia,AlexSh_95,1/2-1/2,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation"
Wilsonpalencia,nefistofeles,1-0,B06,Modern Defense: Mongredien Defense
GustavinSKY,Wilsonpalencia,1-0,B07,Pirc Defense
Wilsonpalencia,Elizabeth_H,1-0,B44,Sicilian Defense: Taimanov Variation
Akbar2001,Wilsonpalencia,0-1,A00,Hungarian : Slav Formation
Wilsonpalencia,Akbar2001,1-0,B06,"Modern Defense: Two Knights Variation, Suttles Variation"
Akbar2001,Wilsonpalencia,0-1,A00,Hungarian : Slav Formation
Wilsonpalencia,Iamjosh,1/2-1/2,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation"
ulu6,Wilsonpalencia,0-1,D04,"Queen's Pawn Game: Colle System, Anti-Colle"
semnik,Wilsonpalencia,1/2-1/2,A05,King's Indian Attack
Wilsonpalencia,dragoman86,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
Wilsonpalencia,lion6000us,1-0,C41,Philidor Defense
esam-nashat2019,Wilsonpalencia,0-1,D15,Slav Defense: Chameleon Variation
Wilsonpalencia,Vazir135999,1-0,C68,Ruy Lopez: Exchange Variation
Triorchid,Wilsonpalencia,1-0,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Wilsonpalencia,sandi_s,0-1,B08,Pirc Defense: Classical Variation
sheldem,Wilsonpalencia,0-1,A41,King's Pawn Game: Marczy Defense
miatzlmichl64,Wilsonpalencia,1-0,A46,Indian Defense: Czech-Indian
Wilsonpalencia,Zeppski88,1-0,D16,Slav Defense: Steiner Variation
widinurani_k19,Wilsonpalencia,0-1,A06,Zukertort : Old Indian Attack
Wilsonpalencia,Tobbe326,1/2-1/2,B52,"Sicilian Defense: Canal Attack, Main Line"
Wilsonpalencia,onebutme,1-0,C63,Ruy Lopez: Schliemann Defense
Roberto_Baggio1978,Wilsonpalencia,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
Wilsonpalencia,Gabriel_Young,1-0,B55,"Sicilian Defense: Prins Variation, Venice Attack"
BLITZ16,Wilsonpalencia,1-0,D02,Queen's Pawn Game: Symmetrical Variation
vliegmachinist,Wilsonpalencia,1/2-1/2,A01,Nimzo-Larsen Attack: Indian Variation
Wilsonpalencia,ethbull,1/2-1/2,C68,Ruy Lopez: Exchange Variation
Wilsonpalencia,imregm86,1-0,C68,Ruy Lopez: Exchange Variation
Wilsonpalencia,tandaleo,1-0,C68,Ruy Lopez: Exchange Variation
Pourya3552,Wilsonpalencia,1-0,A46,Indian Defense: London System
KnezBaralija,Wilsonpalencia,0-1,A29,"English : King's English Variation, Four Knights Variation, Fianchetto Line"
Wilsonpalencia,SouthAfricanRhino,0-1,D04,"Queen's Pawn Game: Colle System, Grnfeld Formation"
Wilsonpalencia,Hundmaus,1-0,B10,Caro-Kann Defense
ConguitoGM,Wilsonpalencia,1-0,E90,"King's Indian Defense: Normal Variation, Rare Defenses"
elsecreto2,Wilsonpalencia,1/2-1/2,B42,"Sicilian Defense: Kan Variation, Modern Variation"
Vanir11,Wilsonpalencia,0-1,C34,King's Gambit Accepted: Becker Defense
Wilsonpalencia,senecastar2,0-1,B73,"Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation"
Skilboy,Wilsonpalencia,0-1,A10,English
PaganiniChess,Wilsonpalencia,1-0,B27,Sicilian Defense
samqr33,Wilsonpalencia,0-1,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
energetiktergeh,Wilsonpalencia,1-0,A53,Old Indian Defense
Wilsonpalencia,sandokhane,0-1,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation"
NigerianMachine,Wilsonpalencia,1-0,B08,Pirc Defense: Classical Variation
Wilsonpalencia,BadChicken,1-0,C47,Four Knights Game: Italian Variation
BadChicken,Wilsonpalencia,1/2-1/2,A01,Nimzo-Larsen Attack: Modern Variation
Wilsonpalencia,BadChicken,0-1,C48,"Four Knights Game: Spanish Variation, Rubinstein Variation"
Wilsonpalencia,SchachSchneider,0-1,B06,Modern Defense
SchachSchneider,Wilsonpalencia,1-0,A18,English : Mikenas-Carls Variation
Wilsonpalencia,Proteuo,1/2-1/2,C68,Ruy Lopez: Exchange Variation
Wilsonpalencia,yamcha4000,0-1,B10,Caro-Kann Defense
DallasEP,Wilsonpalencia,1/2-1/2,A05,Zukertort
Wilsonpalencia,Haidarzabadneh,1-0,B00,Pirc Defense
songshao,Wilsonpalencia,0-1,B01,Scandinavian Defense: Richter Variation
Pirado75,Wilsonpalencia,0-1,A46,Torre Attack
Wilsonpalencia,carlosh99,1-0,A05,Zukertort : Lemberger Gambit
Wilsonpalencia,Velin_Belev,0-1,B01,Scandinavian Defense: Main Line
crazy955,Wilsonpalencia,1-0,B01,Scandinavian Defense: Marshall Variation
DmitriyD-1978,Wilsonpalencia,0-1,B01,Scandinavian Defense: Richter Variation
AnimalKing,Wilsonpalencia,0-1,A45,Indian Defense
Wilsonpalencia,AnimalKing,0-1,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation"
AnimalKing,Wilsonpalencia,1-0,A45,Indian Defense
Wilsonpalencia,AnimalKing,0-1,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation"
AnimalKing,Wilsonpalencia,0-1,A45,Indian Defense
Wilsonpalencia,AnimalKing,1/2-1/2,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation"
AnimalKing,Wilsonpalencia,1-0,A45,Indian Defense
Wilsonpalencia,AnimalKing,1-0,A05,Zukertort : Lemberger Gambit
AnimalKing,Wilsonpalencia,1/2-1/2,D00,Queen's Pawn Game: Mason Variation
Wilsonpalencia,AnimalKing,1-0,C40,Elephant Gambit
Oleg_Perfilov,Wilsonpalencia,0-1,B01,Scandinavian Defense: Modern Variation
Wilsonpalencia,NormWeinstein,1-0,B67,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation"
Wilsonpalencia,criollitex,1-0,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
enriann10,Wilsonpalencia,1/2-1/2,A46,Indian Defense: London System
Palafor,Wilsonpalencia,0-1,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense"
Wilsonpalencia,C009,0-1,A00,Englund Gambit Declined: Reversed French
C009,Wilsonpalencia,1-0,B07,Pirc Defense
Proteuo,Wilsonpalencia,1-0,B08,Pirc Defense: Classical Variation
Wilsonpalencia,Proteuo,1-0,A00,Englund Gambit Declined: Reversed French
UncleKyler,Wilsonpalencia,0-1,A50,Slav Indian
Wilsonpalencia,daddystrength,0-1,A00,Van't Kruijs
Wilsonpalencia,Christian_Chessmood,0-1,B32,Sicilian Defense: Kalashnikov Variation
merson75,Wilsonpalencia,0-1,A53,Old Indian Defense
Wilsonpalencia,Toivonen_Alexander,1-0,C42,Russian Game: Three Knights Game
Wilsonpalencia,Sanek1206,1/2-1/2,B01,Scandinavian Defense: Modern Variation
redtom,Wilsonpalencia,1-0,A07,King's Indian Attack
C2H5OH3,Wilsonpalencia,1-0,A00,Hungarian
matveis,Wilsonpalencia,0-1,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation"
pircking,Wilsonpalencia,0-1,B23,"Sicilian Defense: Closed, Traditional"
Wilsonpalencia,Nat74,0-1,C17,"French Defense: Winawer Variation, Advance Variation"
Wilsonpalencia,valyok_83,1-0,B06,Modern Defense
Wilsonpalencia,victor325,0-1,C11,"French Defense: Classical Variation, Steinitz Variation"
manuel-abarca,Wilsonpalencia,1-0,E10,Indian Defense: Anti-Nimzo-Indian
NathanaelD,Wilsonpalencia,0-1,B09,Pirc Defense: Austrian Attack
Wilsonpalencia,pincet,1/2-1/2,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation"
sierra92,Wilsonpalencia,1/2-1/2,D35,Queen's Gambit Declined: Exchange Variation
Wilsonpalencia,Sultanjr,1/2-1/2,A00,Van't Kruijs
Minoman,Wilsonpalencia,1/2-1/2,B00,Pirc Defense
Wilsonpalencia,harunov,1-0,A00,Englund Gambit Declined: Reversed French
Wilsonpalencia,Chinolo,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
Chinolo,Wilsonpalencia,0-1,B03,Alekhine Defense
Wilsonpalencia,Chinolo,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
Chinolo,Wilsonpalencia,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
mriglu,Wilsonpalencia,1-0,B50,Sicilian Defense
Wilsonpalencia,LUCHOc,1/2-1/2,B95,Sicilian Defense: Najdorf Variation
theJoker95,Wilsonpalencia,0-1,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack"
Wilsonpalencia,AlexMitAlex,1/2-1/2,B50,Sicilian Defense: Delayed Alapin
SerbianJewDoubleBluf,Wilsonpalencia,0-1,D45,Semi-Slav Defense: Main Line
Jup78,Wilsonpalencia,0-1,A46,Indian Defense: Knights Variation
Wilsonpalencia,Nikkkita,0-1,B01,Scandinavian Defense: Modern Variation
Wilsonpalencia,Dnm777,1-0,B56,Sicilian Defense: Classical Variation
DarkRose1,Wilsonpalencia,1-0,D50,Queen's Gambit Declined: Modern Variation
Wilsonpalencia,drunkendonkey,1-0,C10,"French Defense: Rubinstein Variation, Blackburne Defense"
firlus,Wilsonpalencia,0-1,D41,Queen's Gambit Declined: Semi-Tarrasch Defense
Jup78,Wilsonpalencia,1/2-1/2,E10,Indian Defense: Anti-Nimzo-Indian
Wilsonpalencia,Adamo_pl,1-0,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation"
Wilsonpalencia,Cafechess,0-1,C10,"French Defense: Rubinstein Variation, Blackburne Defense"
Wilsonpalencia,GuilleDibenedetto,1/2-1/2,B06,Modern Defense
perezC,Wilsonpalencia,1-0,B00,Pirc Defense
Wilsonpalencia,jandrec,1-0,B06,Modern Defense
Wilsonpalencia,felipe_tk,1-0,B14,Caro-Kann Defense: Panov Attack
tirita1959,Wilsonpalencia,0-1,B09,Pirc Defense: Austrian Attack
jHonor,Wilsonpalencia,1-0,A00,Polish
Wilsonpalencia,VictorElMasCaro,1-0,B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange"
entrenando1,Wilsonpalencia,0-1,A01,Nimzo-Larsen Attack: Indian Variation
Wilsonpalencia,roquemaspoli,1-0,C17,"French Defense: Winawer Variation, Advance Variation"
JOSOHA,Wilsonpalencia,1-0,A05,Zukertort : Nimzo-Larsen Variation
Wilsonpalencia,roquemaspoli,1-0,C17,"French Defense: Winawer Variation, Advance Variation"
agsjgm,Wilsonpalencia,0-1,E81,King's Indian Defense: Steiner Attack
Wilsonpalencia,miguelho67,1-0,C68,"Ruy Lopez: Exchange, Alekhine Variation"
Wilsonpalencia,FabianPonzo,1/2-1/2,B01,Scandinavian Defense: Modern Variation
eveyayo,Wilsonpalencia,0-1,A00,Polish
Wilsonpalencia,hectordaniel6,1-0,B00,Rat Defense: Antal Defense
FabianPonzo,Wilsonpalencia,0-1,B00,Lion Defense: Lion's Jaw
Wilsonpalencia,JOSOHA,1-0,B50,Sicilian Defense: Delayed Alapin
Tiwinza75,Wilsonpalencia,0-1,B00,Pirc Defense
Wilsonpalencia,gabriel570869,1-0,B51,Sicilian Defense: Moscow Variation
hectordaniel6,Wilsonpalencia,0-1,B00,Pirc Defense
EasyTempo75,Wilsonpalencia,0-1,A45,Indian Defense
Wilsonpalencia,VictorElMasCaro,1-0,B32,"Sicilian Defense: O'Kelly Variation, Marczy Bind, Geller Line"
jairoemenamayo,Wilsonpalencia,1-0,B00,Rat Defense: Harmonist
Wilsonpalencia,YllesCastro,0-1,B07,Czech Defense
Wilsonpalencia,hectordaniel6,0-1,B00,Rat Defense: Antal Defense
jjpineda,Wilsonpalencia,0-1,A41,King's Pawn Game: Marczy Defense
Rodion8848,Wilsonpalencia,0-1,A41,King's Pawn Game: Marczy Defense
Wilsonpalencia,jjpineda,1-0,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation"
YllesCastro,Wilsonpalencia,1/2-1/2,A46,Indian Defense: Knights Variation
Wilsonpalencia,FabianPonzo,1-0,B01,Scandinavian Defense: Modern Variation
Wilsonpalencia,jHonor,1-0,B27,Sicilian Defense: Katalimov Variation
YllesCastro,Wilsonpalencia,0-1,A46,Indian Defense: Knights Variation
zzstarkillerzz,Wilsonpalencia,1-0,A46,Indian Defense: London System
Wilsonpalencia,perezC,0-1,B00,Lion Defense: Lion's Jaw
Wilsonpalencia,ilcapodelsur,0-1,B52,"Sicilian Defense: Canal Attack, Main Line"
roquemaspoli,Wilsonpalencia,0-1,A20,English : King's English Variation
Wilsonpalencia,zzstarkillerzz,1-0,C77,"Ruy Lopez: Morphy Defense, Bayreuth Variation"
Arima_Calzada,Wilsonpalencia,0-1,A46,Indian Defense: Knights Variation
Wilsonpalencia,Ai_dentu,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
jHonor,Wilsonpalencia,1-0,A00,Polish
Wilsonpalencia,igoreganov,1-0,B07,Pirc Defense
roquemaspoli,Wilsonpalencia,0-1,A20,English : King's English Variation
Wilsonpalencia,rocoide,1-0,C42,Russian Game: Three Knights Game
ilcapodelsur,Wilsonpalencia,1-0,D01,Rapport-Jobava System
Wilsonpalencia,borisv007,1-0,C42,Russian Game: Three Knights Game
Tiwinza75,Wilsonpalencia,0-1,D51,"Queen's Gambit Declined: Modern Variation, Knight Defense"
Wilsonpalencia,smerdiakof,1-0,C10,Sicilian Defense: Marshall Gambit
cuerosky,Wilsonpalencia,0-1,B00,Lion Defense: Lion's Jaw
Wilsonpalencia,LosReyes,1-0,B10,Caro-Kann Defense
DrKHF,Wilsonpalencia,0-1,A00,Hungarian : Slav Formation
Wilsonpalencia,MagnusKasparov55,1-0,B13,Caro-Kann Defense: Exchange Variation
Pingumachetero,Wilsonpalencia,0-1,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation"
ProfessorPB,Wilsonpalencia,0-1,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation"
Wilsonpalencia,borisv007,1-0,C42,Russian Game: Three Knights Game
Wilsonpalencia,eveyayo,1-0,B96,Sicilian Defense: Najdorf Variation
Ar-D,Wilsonpalencia,0-1,B00,Pirc Defense
Wilsonpalencia,jHonor,1-0,B27,Sicilian Defense: Katalimov Variation
latinop,Wilsonpalencia,0-1,B00,Rat Defense: Harmonist
Wilsonpalencia,Universitario,0-1,C40,Latvian Gambit Accepted
borisv007,Wilsonpalencia,0-1,B07,Pirc Defense: Byrne Variation
Wilsonpalencia,Maximus43,1-0,B10,Caro-Kann Defense
Cubaaaaaaaa,Wilsonpalencia,0-1,A46,Indian Defense: Knights Variation
Wilsonpalencia,borisv007,1-0,C42,Russian Game: Three Knights Game
Onlytime04,Wilsonpalencia,0-1,E10,Indian Defense: Anti-Nimzo-Indian
Wilsonpalencia,borisv007,1-0,B27,Sicilian Defense
jHonor,Wilsonpalencia,1-0,A00,Polish
roquemaspoli,Wilsonpalencia,0-1,A30,English : Symmetrical Variation
Wilsonpalencia,Istur,1-0,B03,"Alekhine Defense: Four Pawns Attack, Main Line"
Wilsonpalencia,healer69,1/2-1/2,B06,Modern Defense
alvydas9,Wilsonpalencia,1/2-1/2,A00,Saragossa
Wilsonpalencia,borisv007,1-0,D00,Queen's Pawn Game
jHonor,Wilsonpalencia,0-1,A00,Polish
Maximus43,Wilsonpalencia,1-0,A45,Trompowsky Attack: Edge Variation
Wilsonpalencia,JGrimaldo,1-0,B08,Pirc Defense: Classical Variation
Wilsonpalencia,hectordaniel6,1-0,A00,Van't Kruijs
marcofriass,Wilsonpalencia,0-1,B00,Pirc Defense
Wilsonpalencia,FabianPonzo,1-0,B01,Scandinavian Defense: Modern Variation
healer69,Wilsonpalencia,1-0,A00,"Grob : Grob Gambit, Fritz Gambit"
Wilsonpalencia,phector486,1-0,B27,Sicilian Defense: Hyperaccelerated Fianchetto
borisv007,Wilsonpalencia,0-1,B07,Pirc Defense: Byrne Variation
Wilsonpalencia,RRiRRautentico,1-0,B00,Nimzowitsch Defense: Mikenas Variation
Wilsonpalencia,Cubaaaaaaaa,1-0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
Rednargyos,Wilsonpalencia,0-1,A05,Zukertort : Quiet System
Wilsonpalencia,fQ-System,1-0,B10,Caro-Kann Defense
Tiwinza75,Wilsonpalencia,1-0,B00,Pirc Defense
fQ-System,Wilsonpalencia,0-1,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation"
Wilsonpalencia,balotelli459,1/2-1/2,D00,Queen's Pawn Game
Wilsonpalencia,borisv007,0-1,A00,Van't Kruijs
Constrenidor,Wilsonpalencia,0-1,B07,Pirc Defense
Wilsonpalencia,balotelli459,1-0,A41,Queen's Pawn Game
JGrimaldo,Wilsonpalencia,1-0,B23,Sicilian Defense: Grand Prix Attack
Wilsonpalencia,jHonor,0-1,B27,Sicilian Defense: Katalimov Variation
Istur,Wilsonpalencia,0-1,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation"
Wilsonpalencia,Valentinna,1-0,B96,"Sicilian Defense: Najdorf Variation, Neo-Classical Defense"
youngfisher12,Wilsonpalencia,1-0,B09,Pirc Defense: Austrian Attack
Dmitry_Gorbunov,Wilsonpalencia,0-1,D05,Rubinstein
Wilsonpalencia,frd0603,1-0,C65,"Ruy Lopez: Berlin Defense, Kaufmann Variation"
Wilsonpalencia,LIVAN78,1-0,A41,King's Pawn Game: Marczy Defense
Wilsonpalencia,Asessino2018,1-0,B00,King's Pawn
cristobal_68,Wilsonpalencia,0-1,D05,Queen's Pawn Game: Colle System
ahmed-ramzy78,Wilsonpalencia,0-1,B00,Rat Defense: Harmonist
Wilsonpalencia,Alexazsvchess,1-0,A50,Queen's Indian Accelerated
Alexazsvchess,Wilsonpalencia,0-1,B08,Pirc Defense: Classical Variation
Alexazsvchess,Wilsonpalencia,0-1,B08,Pirc Defense: Classical Variation
Alexazsvchess,Wilsonpalencia,0-1,A38,"English : Symmetrical Variation, Full Symmetry Line"
Alexazsvchess,Wilsonpalencia,0-1,A38,"English : Symmetrical Variation, Duchamp Variation"
SalvioSakakibara,Wilsonpalencia,0-1,B53,Sicilian Defense: Chekhover Variation
Leidenaar,Wilsonpalencia,1-0,B07,Pirc Defense
Wilsonpalencia,firlus,1/2-1/2,B70,Sicilian Defense: Dragon Variation
patxer,Wilsonpalencia,0-1,A46,Indian Defense: London System
Wilsonpalencia,elsadchess,0-1,B01,Scandinavian Defense: Modern Variation
miksa99,Wilsonpalencia,0-1,B02,Alekhine Defense: Smisch Attack
exf3,Wilsonpalencia,1-0,A01,Nimzo-Larsen Attack: Indian Variation
Wilsonpalencia,Amateur_LP,1-0,B95,Sicilian Defense: Najdorf Variation
Alexazsvchess,Wilsonpalencia,1/2-1/2,B08,Pirc Defense: Classical Variation
Alexazsvchess,Wilsonpalencia,0-1,B08,Pirc Defense: Classical Variation
Alexazsvchess,Wilsonpalencia,0-1,B08,Pirc Defense: Classical Variation
Alexazsvchess,Wilsonpalencia,0-1,B08,Pirc Defense: Classical Variation
AxtlanSanchez,Wilsonpalencia,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Heraclescarvalho,Wilsonpalencia,0-1,A46,Torre Attack
Wilsonpalencia,Heraclescarvalho,1-0,C50,Giuoco Piano
Heraclescarvalho,Wilsonpalencia,1-0,A46,Torre Attack
Wilsonpalencia,Heraclescarvalho,0-1,B10,Caro-Kann Defense
haloc,Wilsonpalencia,1-0,A46,Indian Defense: London System
Wilsonpalencia,semnik,0-1,C55,"Italian Game: Two Knights Defense, Modern Bishop's"
Wilsonpalencia,RenkoBar,0-1,C11,French Defense: Burn Variation
Tarantolla,Wilsonpalencia,0-1,E10,Tarrasch Defense: Symmetrical Variation
Wilsonpalencia,Tarantolla,1-0,C16,"French Defense: Winawer Variation, Advance Variation"
Tarantolla,Wilsonpalencia,0-1,E10,Tarrasch Defense: Symmetrical Variation
Wilsonpalencia,Tarantolla,1-0,C16,"French Defense: Winawer Variation, Petrosian Variation"
Tarantolla,Wilsonpalencia,0-1,D52,Queen's Gambit Declined
Wilsonpalencia,Tarantolla,0-1,C16,"French Defense: Winawer Variation, Advance Variation"
Tarantolla,Wilsonpalencia,1-0,A13,"English : Agincourt Defense, Catalan Defense, Semi-Slav Defense"
Wilsonpalencia,Tarantolla,1-0,C16,"French Defense: Winawer Variation, Petrosian Variation"
Tarantolla,Wilsonpalencia,1-0,A46,Torre Attack
Wilsonpalencia,Tarantolla,1-0,C16,"French Defense: Winawer Variation, Petrosian Variation"
Tarantolla,Wilsonpalencia,1-0,E10,Tarrasch Defense: Symmetrical Variation
Wilsonpalencia,Tarantolla,1-0,C16,"French Defense: Winawer Variation, Petrosian Variation"
Tarantolla,Wilsonpalencia,1/2-1/2,D40,Queen's Gambit Declined: Semi-Tarrasch Defense
Wilsonpalencia,Tarantolla,0-1,C17,"French Defense: Winawer Variation, Advance Variation"
Tarantolla,Wilsonpalencia,1-0,D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation"
Wilsonpalencia,Tarantolla,1/2-1/2,C17,"French Defense: Winawer Variation, Advance Variation"
Tarantolla,Wilsonpalencia,0-1,D40,Queen's Gambit Declined: Semi-Tarrasch Defense
sheldem,Wilsonpalencia,0-1,B53,Sicilian Defense: Chekhover Variation
Habibq2029,Wilsonpalencia,0-1,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Wilsonpalencia,Habibq2029,1-0,A06,Zukertort : Tennison Gambit
Habibq2029,Wilsonpalencia,1-0,B90,"Sicilian Defense: Najdorf Variation, English Attack"
Wilsonpalencia,blasphemingmantis,1-0,B29,"Sicilian Defense: Nimzowitsch Variation, Main Line"
Wilsonpalencia,Blackswood,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
adminVIP,Wilsonpalencia,1-0,D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation"
